class,dataset_type,value
78c2ceb1e51149698c6a8e6242d5dbb2,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
78c2ceb1e51149698c6a8e6242d5dbb2,caption,[]
729d8f7fdef9415581b4cd89db0f590a,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy']"
729d8f7fdef9415581b4cd89db0f590a,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
729d8f7fdef9415581b4cd89db0f590a,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr']"
729d8f7fdef9415581b4cd89db0f590a,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
729d8f7fdef9415581b4cd89db0f590a,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
729d8f7fdef9415581b4cd89db0f590a,caption,[]
d342e579c0e34bbb89648d7ebdde0797,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
d342e579c0e34bbb89648d7ebdde0797,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d342e579c0e34bbb89648d7ebdde0797,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
d342e579c0e34bbb89648d7ebdde0797,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d342e579c0e34bbb89648d7ebdde0797,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
d342e579c0e34bbb89648d7ebdde0797,caption,[]
58088fde80bb449c9da4e595ef8ea0d6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
58088fde80bb449c9da4e595ef8ea0d6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
58088fde80bb449c9da4e595ef8ea0d6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
58088fde80bb449c9da4e595ef8ea0d6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
58088fde80bb449c9da4e595ef8ea0d6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
58088fde80bb449c9da4e595ef8ea0d6,caption,[]
93ccea4774854425a55611b72b750ca2,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
93ccea4774854425a55611b72b750ca2,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
93ccea4774854425a55611b72b750ca2,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
93ccea4774854425a55611b72b750ca2,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
93ccea4774854425a55611b72b750ca2,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
93ccea4774854425a55611b72b750ca2,caption,[]
f53646f5a179432fb3d47bdf96e48870,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
f53646f5a179432fb3d47bdf96e48870,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f53646f5a179432fb3d47bdf96e48870,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
f53646f5a179432fb3d47bdf96e48870,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f53646f5a179432fb3d47bdf96e48870,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
f53646f5a179432fb3d47bdf96e48870,caption,[]
a89b49b3d9c647a8805d8d5287f47f48,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy']"
a89b49b3d9c647a8805d8d5287f47f48,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
a89b49b3d9c647a8805d8d5287f47f48,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr']"
a89b49b3d9c647a8805d8d5287f47f48,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
a89b49b3d9c647a8805d8d5287f47f48,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
a89b49b3d9c647a8805d8d5287f47f48,caption,[]
8b7c81c6ed72445b80f630a296625db6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
8b7c81c6ed72445b80f630a296625db6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8b7c81c6ed72445b80f630a296625db6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
8b7c81c6ed72445b80f630a296625db6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8b7c81c6ed72445b80f630a296625db6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
8b7c81c6ed72445b80f630a296625db6,caption,[]
4bbbf9a318974a50b4298deb2079a613,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy']"
4bbbf9a318974a50b4298deb2079a613,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4bbbf9a318974a50b4298deb2079a613,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr']"
4bbbf9a318974a50b4298deb2079a613,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4bbbf9a318974a50b4298deb2079a613,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png']"
4bbbf9a318974a50b4298deb2079a613,caption,[]
6afe8fec30234ab580e8b30251377ff0,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy']"
6afe8fec30234ab580e8b30251377ff0,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
6afe8fec30234ab580e8b30251377ff0,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr']"
6afe8fec30234ab580e8b30251377ff0,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
6afe8fec30234ab580e8b30251377ff0,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png']"
6afe8fec30234ab580e8b30251377ff0,caption,[]
66aa6bd3946f412e9f089d6bafde57e3,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
66aa6bd3946f412e9f089d6bafde57e3,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
66aa6bd3946f412e9f089d6bafde57e3,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
66aa6bd3946f412e9f089d6bafde57e3,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
66aa6bd3946f412e9f089d6bafde57e3,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
66aa6bd3946f412e9f089d6bafde57e3,caption,[]
fb5026a24d2b42f691bde4b22b45f971,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
fb5026a24d2b42f691bde4b22b45f971,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
fb5026a24d2b42f691bde4b22b45f971,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
fb5026a24d2b42f691bde4b22b45f971,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
fb5026a24d2b42f691bde4b22b45f971,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
fb5026a24d2b42f691bde4b22b45f971,caption,[]
13555a6645184b2b8350a5cc36f7996c,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
13555a6645184b2b8350a5cc36f7996c,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
13555a6645184b2b8350a5cc36f7996c,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
13555a6645184b2b8350a5cc36f7996c,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
13555a6645184b2b8350a5cc36f7996c,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
13555a6645184b2b8350a5cc36f7996c,caption,[]
ae23fae71eec4f1fa4cc3d20c1df4c68,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
ae23fae71eec4f1fa4cc3d20c1df4c68,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ae23fae71eec4f1fa4cc3d20c1df4c68,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
ae23fae71eec4f1fa4cc3d20c1df4c68,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ae23fae71eec4f1fa4cc3d20c1df4c68,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ae23fae71eec4f1fa4cc3d20c1df4c68,caption,[]
253fcb0b9e8943cfa1647a9e367c84a8,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
253fcb0b9e8943cfa1647a9e367c84a8,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
253fcb0b9e8943cfa1647a9e367c84a8,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
253fcb0b9e8943cfa1647a9e367c84a8,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
253fcb0b9e8943cfa1647a9e367c84a8,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
253fcb0b9e8943cfa1647a9e367c84a8,caption,[]
d2244b45ac76440f8391565a126af65d,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
d2244b45ac76440f8391565a126af65d,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d2244b45ac76440f8391565a126af65d,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
d2244b45ac76440f8391565a126af65d,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d2244b45ac76440f8391565a126af65d,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d2244b45ac76440f8391565a126af65d,caption,[]
ddc9ee95b9904d29af3e518f6d3d29dc,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
ddc9ee95b9904d29af3e518f6d3d29dc,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ddc9ee95b9904d29af3e518f6d3d29dc,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
ddc9ee95b9904d29af3e518f6d3d29dc,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ddc9ee95b9904d29af3e518f6d3d29dc,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ddc9ee95b9904d29af3e518f6d3d29dc,caption,[]
bd397584c9fd44bcbc88aebaba62df32,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
bd397584c9fd44bcbc88aebaba62df32,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
bd397584c9fd44bcbc88aebaba62df32,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
bd397584c9fd44bcbc88aebaba62df32,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
bd397584c9fd44bcbc88aebaba62df32,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
bd397584c9fd44bcbc88aebaba62df32,caption,[]
ed0a10f2aa4b41bb9b7a1bcb82cb369b,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
ed0a10f2aa4b41bb9b7a1bcb82cb369b,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ed0a10f2aa4b41bb9b7a1bcb82cb369b,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
ed0a10f2aa4b41bb9b7a1bcb82cb369b,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ed0a10f2aa4b41bb9b7a1bcb82cb369b,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
ed0a10f2aa4b41bb9b7a1bcb82cb369b,caption,[]
d3239337c2fa4477bea78944d08a8d83,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy', '015.npy', '016.npy', '017.npy', '018.npy', '019.npy']"
d3239337c2fa4477bea78944d08a8d83,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d3239337c2fa4477bea78944d08a8d83,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr', '015.exr', '016.exr', '017.exr', '018.exr', '019.exr']"
d3239337c2fa4477bea78944d08a8d83,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d3239337c2fa4477bea78944d08a8d83,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png', '015.png', '016.png', '017.png', '018.png', '019.png']"
d3239337c2fa4477bea78944d08a8d83,caption,[]
8c3e9203c0ff43c0baa48910dcbdafa5,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy']"
8c3e9203c0ff43c0baa48910dcbdafa5,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
8c3e9203c0ff43c0baa48910dcbdafa5,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr']"
8c3e9203c0ff43c0baa48910dcbdafa5,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
8c3e9203c0ff43c0baa48910dcbdafa5,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
8c3e9203c0ff43c0baa48910dcbdafa5,caption,[]
78c2ceb1e51149698c6a8e6242d5dbb2,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy']"
78c2ceb1e51149698c6a8e6242d5dbb2,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
78c2ceb1e51149698c6a8e6242d5dbb2,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr']"
78c2ceb1e51149698c6a8e6242d5dbb2,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
78c2ceb1e51149698c6a8e6242d5dbb2,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
78c2ceb1e51149698c6a8e6242d5dbb2,caption,[]
cbef37750ed44f02ae2ccf26f03a17c6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy', '014.npy']"
cbef37750ed44f02ae2ccf26f03a17c6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
cbef37750ed44f02ae2ccf26f03a17c6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr', '014.exr']"
cbef37750ed44f02ae2ccf26f03a17c6,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
cbef37750ed44f02ae2ccf26f03a17c6,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png', '014.png']"
cbef37750ed44f02ae2ccf26f03a17c6,caption,[]
93ccea4774854425a55611b72b750ca2,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy']"
93ccea4774854425a55611b72b750ca2,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
93ccea4774854425a55611b72b750ca2,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr']"
93ccea4774854425a55611b72b750ca2,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
93ccea4774854425a55611b72b750ca2,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
93ccea4774854425a55611b72b750ca2,caption,[]
a89b49b3d9c647a8805d8d5287f47f48,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy']"
a89b49b3d9c647a8805d8d5287f47f48,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
a89b49b3d9c647a8805d8d5287f47f48,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr']"
a89b49b3d9c647a8805d8d5287f47f48,image_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
a89b49b3d9c647a8805d8d5287f47f48,normal_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
a89b49b3d9c647a8805d8d5287f47f48,caption,[]
8b7c81c6ed72445b80f630a296625db6,annotation,"['000.npy', '001.npy', '002.npy', '003.npy', '004.npy', '005.npy', '006.npy', '007.npy', '008.npy', '009.npy', '010.npy', '011.npy', '012.npy', '013.npy']"
8b7c81c6ed72445b80f630a296625db6,cannyedge_render,"['000.png', '001.png', '002.png', '003.png', '004.png', '005.png', '006.png', '007.png', '008.png', '009.png', '010.png', '011.png', '012.png', '013.png']"
8b7c81c6ed72445b80f630a296625db6,depth,"['000.exr', '001.exr', '002.exr', '003.exr', '004.exr', '005.exr', '006.exr', '007.exr', '008.exr', '009.exr', '010.exr', '011.exr', '012.exr', '013.exr']"
